,Unnamed: 0,user_id,original_image,face_id,age,gender,x,y,dx,dy,tilt_ang,fiducial_yaw_angle,fiducial_score,path,f
9130,916,7464014@N04,10091759063_944724f57f_o.jpg,966,"(48, 53)",f,330,189,216,216,20,0,17,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.966.10091759063_944724f57f_o.jpg,1
9131,917,7464014@N04,10105115243_e9891d31b3_o.jpg,964,"(60, 100)",m,767,150,212,212,0,0,76,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10105115243_e9891d31b3_o.jpg,1
9132,918,7464014@N04,10143749224_313980877f_o.jpg,962,"(25, 32)",m,1220,245,784,784,-5,0,135,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10143749224_313980877f_o.jpg,1
9133,919,7464014@N04,10107792043_35996e8024_o.jpg,962,"(25, 32)",m,1141,843,274,274,5,0,117,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10107792043_35996e8024_o.jpg,1
9134,920,7464014@N04,10104927105_4e71009361_o.jpg,961,"(25, 32)",f,425,352,112,112,0,30,53,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10104927105_4e71009361_o.jpg,1
9135,921,7464014@N04,10142842766_6a7b3134a6_o.jpg,966,"(48, 53)",f,1048,599,708,707,5,0,10,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.966.10142842766_6a7b3134a6_o.jpg,1
9136,922,7464014@N04,10142817616_55dc55e45b_o.jpg,965,"(25, 32)",m,933,0,1515,1585,75,-30,61,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10142817616_55dc55e45b_o.jpg,1
9137,923,7464014@N04,10108052396_e7b63d29e6_o.jpg,966,"(48, 53)",f,1048,599,708,707,5,0,10,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.966.10108052396_e7b63d29e6_o.jpg,1
9138,924,7464014@N04,10108907925_a32faf73ca_o.jpg,961,"(25, 32)",f,423,213,408,409,-5,0,168,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10108907925_a32faf73ca_o.jpg,1
9139,925,7464014@N04,10105810133_26ef035bae_o.jpg,962,"(25, 32)",m,1220,245,784,784,-5,0,135,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10105810133_26ef035bae_o.jpg,1
9140,926,7464014@N04,10218580936_f3ac1cdb34_o.jpg,964,"(60, 100)",m,2505,462,682,682,-10,30,59,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10218580936_f3ac1cdb34_o.jpg,1
9141,927,7464014@N04,10091697055_c90007f0d3_o.jpg,964,"(60, 100)",m,0,148,163,167,0,-45,72,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10091697055_c90007f0d3_o.jpg,1
9142,928,7464014@N04,10107710156_9cb48097c5_o.jpg,965,"(25, 32)",m,2808,910,433,433,10,15,29,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10107710156_9cb48097c5_o.jpg,1
9143,929,7464014@N04,10107710156_9cb48097c5_o.jpg,964,"(60, 100)",m,2333,1163,293,293,5,0,23,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10107710156_9cb48097c5_o.jpg,1
9144,930,7464014@N04,10216147754_1b27c164d7_o.jpg,965,"(25, 32)",m,2180,670,344,345,0,0,18,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10216147754_1b27c164d7_o.jpg,1
9145,931,7464014@N04,10339458026_cd990bc451_o.jpg,961,"(25, 32)",f,0,22,1063,1262,5,-45,22,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10339458026_cd990bc451_o.jpg,1
9146,932,7464014@N04,10339458026_cd990bc451_o.jpg,962,"(25, 32)",m,2438,0,826,808,5,0,94,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10339458026_cd990bc451_o.jpg,1
9147,933,7464014@N04,10283974515_15fcf3579f_o.jpg,961,"(25, 32)",f,0,419,1517,1530,0,0,155,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10283974515_15fcf3579f_o.jpg,1
9148,934,7464014@N04,10144155676_2d521bf5b3_o.jpg,961,"(25, 32)",f,1319,675,1333,1333,-10,0,173,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10144155676_2d521bf5b3_o.jpg,1
9149,935,7464014@N04,10142234015_d474f81ea6_o.jpg,965,"(25, 32)",m,2267,913,319,318,10,15,24,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10142234015_d474f81ea6_o.jpg,1
9150,936,7464014@N04,10284085363_937242b950_o.jpg,962,"(25, 32)",m,2247,66,1017,1027,-10,15,54,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10284085363_937242b950_o.jpg,1
9151,937,7464014@N04,10092148656_18a377baba_o.jpg,962,"(25, 32)",m,345,140,256,256,-10,0,103,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10092148656_18a377baba_o.jpg,1
9152,938,7464014@N04,10339909083_7926725a8a_o.jpg,968,"(25, 32)",m,691,562,485,485,0,-15,30,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.968.10339909083_7926725a8a_o.jpg,1
9153,939,7464014@N04,10339909083_7926725a8a_o.jpg,965,"(25, 32)",m,1208,704,357,357,5,0,57,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10339909083_7926725a8a_o.jpg,1
9154,940,7464014@N04,10091521146_35203f1604_o.jpg,962,"(25, 32)",m,962,1311,427,427,-15,0,76,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10091521146_35203f1604_o.jpg,1
9155,941,7464014@N04,10091521146_35203f1604_o.jpg,963,"(25, 32)",m,0,927,181,242,-5,0,75,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.963.10091521146_35203f1604_o.jpg,1
9156,942,7464014@N04,10091376085_08bfe1e704_o.jpg,964,"(60, 100)",m,930,65,765,765,20,0,75,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10091376085_08bfe1e704_o.jpg,1
9157,943,7464014@N04,10108944935_50eff9fd5f_o.jpg,961,"(25, 32)",f,150,210,468,468,5,45,24,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10108944935_50eff9fd5f_o.jpg,1
9158,944,7464014@N04,10282431036_0d6a86f9bc_o.jpg,961,"(25, 32)",f,860,167,946,947,-5,0,55,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10282431036_0d6a86f9bc_o.jpg,1
9159,945,7464014@N04,10282334724_587f97ab4c_o.jpg,961,"(25, 32)",f,937,647,905,905,-10,0,53,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10282334724_587f97ab4c_o.jpg,1
9160,946,7464014@N04,10091624224_cc0968657d_o.jpg,961,"(25, 32)",f,412,0,1977,1761,5,0,67,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10091624224_cc0968657d_o.jpg,1
9161,947,7464014@N04,10209561064_d015694d2e_o.jpg,964,"(60, 100)",m,930,65,765,765,20,0,75,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10209561064_d015694d2e_o.jpg,1
9162,948,7464014@N04,10091667685_022ff1e147_o.jpg,961,"(25, 32)",f,0,0,2011,1604,0,45,22,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10091667685_022ff1e147_o.jpg,1
9163,949,7464014@N04,10142642905_09ddf9c7fe_o.jpg,963,"(25, 32)",m,975,661,835,835,20,0,52,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.963.10142642905_09ddf9c7fe_o.jpg,1
9164,950,7464014@N04,10143929446_6df3b72b5f_o.jpg,962,"(25, 32)",m,825,148,794,793,-10,0,81,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10143929446_6df3b72b5f_o.jpg,1
9165,951,7464014@N04,10105113743_3f0fc379d2_o.jpg,964,"(60, 100)",m,806,139,204,203,5,15,71,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10105113743_3f0fc379d2_o.jpg,1
9166,952,7464014@N04,10218534135_6c73e2982d_o.jpg,961,"(25, 32)",f,454,0,1982,1805,-5,0,72,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10218534135_6c73e2982d_o.jpg,1
9167,953,7464014@N04,10142671954_19c3301859_o.jpg,964,"(60, 100)",m,2443,580,542,542,-20,0,6,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10142671954_19c3301859_o.jpg,1
9168,954,7464014@N04,10217153336_8142b7d29e_o.jpg,963,"(25, 32)",m,975,661,835,835,20,0,52,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.963.10217153336_8142b7d29e_o.jpg,1
9169,955,7464014@N04,10108108933_f7a5ac1403_o.jpg,964,"(60, 100)",m,2443,580,542,542,-20,0,6,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10108108933_f7a5ac1403_o.jpg,1
9170,956,7464014@N04,10091741263_04fce74141_o.jpg,965,"(25, 32)",m,933,0,1515,1585,75,-30,61,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10091741263_04fce74141_o.jpg,1
9171,957,7464014@N04,10142610614_3b25cec7f9_o.jpg,962,"(25, 32)",m,1424,1466,383,382,0,0,196,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10142610614_3b25cec7f9_o.jpg,1
9172,958,7464014@N04,10144273825_5a8cb21dbf_o.jpg,962,"(25, 32)",m,148,661,369,370,5,0,95,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10144273825_5a8cb21dbf_o.jpg,1
9173,959,7464014@N04,10109048973_b50d609905_o.jpg,962,"(25, 32)",m,325,188,124,124,0,-30,12,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10109048973_b50d609905_o.jpg,1
9174,960,7464014@N04,10105123463_3a097ba3f3_o.jpg,961,"(25, 32)",f,778,232,236,236,5,30,7,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10105123463_3a097ba3f3_o.jpg,1
9175,961,7464014@N04,10105123463_3a097ba3f3_o.jpg,962,"(25, 32)",m,640,225,200,200,0,0,30,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10105123463_3a097ba3f3_o.jpg,1
9176,962,7464014@N04,10091475903_a48accb72a_o.jpg,965,"(25, 32)",m,2726,889,421,421,10,15,15,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10091475903_a48accb72a_o.jpg,1
9177,963,7464014@N04,10209797293_3d58bd06e0_o.jpg,965,"(25, 32)",m,2267,913,319,318,10,15,24,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10209797293_3d58bd06e0_o.jpg,1
9178,964,7464014@N04,10107743844_d4d39b379b_o.jpg,965,"(25, 32)",m,2210,683,338,338,0,0,13,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10107743844_d4d39b379b_o.jpg,1
9179,965,7464014@N04,10209576364_e037a82e9a_o.jpg,962,"(25, 32)",m,1329,1558,261,262,0,0,170,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10209576364_e037a82e9a_o.jpg,1
9180,966,7464014@N04,10108769726_0d7beeb73c_o.jpg,962,"(25, 32)",m,368,61,276,275,-10,0,134,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10108769726_0d7beeb73c_o.jpg,1
9181,967,7464014@N04,10218589876_39ccd02241_o.jpg,962,"(25, 32)",m,2032,712,643,644,5,15,11,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10218589876_39ccd02241_o.jpg,1
9182,968,7464014@N04,10282076955_ac3f47b848_o.jpg,962,"(25, 32)",m,148,659,369,370,0,0,107,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10282076955_ac3f47b848_o.jpg,1
9183,969,7464014@N04,10144134984_4faefaff2c_o.jpg,961,"(25, 32)",f,1421,782,306,306,-5,0,170,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10144134984_4faefaff2c_o.jpg,1
9184,970,7464014@N04,10104757956_8a65381b9e_o.jpg,965,"(25, 32)",m,737,291,140,140,-5,0,9,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10104757956_8a65381b9e_o.jpg,1
9185,971,7464014@N04,10209701006_9449993b52_o.jpg,964,"(60, 100)",m,1981,862,286,287,10,0,47,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10209701006_9449993b52_o.jpg,1
9186,972,7464014@N04,10107740884_873d3c4428_o.jpg,965,"(25, 32)",m,1759,694,339,339,0,0,8,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10107740884_873d3c4428_o.jpg,1
9187,973,7464014@N04,10105705004_044dfa89a9_o.jpg,962,"(25, 32)",m,825,148,794,793,-10,0,81,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10105705004_044dfa89a9_o.jpg,1
9188,974,7464014@N04,10104926256_c12eda1b13_o.jpg,963,"(25, 32)",m,302,204,268,268,20,0,62,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.963.10104926256_c12eda1b13_o.jpg,1
9189,975,7464014@N04,10091646904_4c8abd5c70_o.jpg,964,"(60, 100)",m,782,141,216,216,-20,30,19,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10091646904_4c8abd5c70_o.jpg,1
9190,976,7464014@N04,10218579856_808692352b_o.jpg,966,"(48, 53)",f,1048,599,708,707,5,0,10,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.966.10218579856_808692352b_o.jpg,1
9191,977,7464014@N04,10104536425_713aa169df_o.jpg,965,"(25, 32)",m,850,274,140,141,5,30,10,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10104536425_713aa169df_o.jpg,1
9192,978,7464014@N04,10107671555_70c8739772_o.jpg,965,"(25, 32)",m,2726,889,421,421,10,15,15,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10107671555_70c8739772_o.jpg,1
9193,979,7464014@N04,10142662674_9fe9bbb02d_o.jpg,964,"(60, 100)",m,2505,462,682,682,-10,30,59,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10142662674_9fe9bbb02d_o.jpg,1
9194,980,7464014@N04,10275331166_1cdaaf2152_o.jpg,961,"(25, 32)",f,1544,1767,650,650,5,30,112,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10275331166_1cdaaf2152_o.jpg,1
9195,981,7464014@N04,10107616374_9642ced9b9_o.jpg,962,"(25, 32)",m,1329,1558,261,262,0,0,170,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10107616374_9642ced9b9_o.jpg,1
9196,982,7464014@N04,10283964936_9975400cd0_o.jpg,961,"(25, 32)",f,392,589,1542,1543,0,0,6,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10283964936_9975400cd0_o.jpg,1
9197,983,7464014@N04,10142274875_4c11759b50_o.jpg,962,"(25, 32)",m,1953,846,243,242,5,0,103,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10142274875_4c11759b50_o.jpg,1
9198,984,7464014@N04,10273223106_2e58a79be1_o.jpg,961,"(25, 32)",f,561,755,1294,1294,-5,45,54,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10273223106_2e58a79be1_o.jpg,1
9199,985,7464014@N04,10218583226_cede706879_o.jpg,964,"(60, 100)",m,2573,439,651,651,5,30,61,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10218583226_cede706879_o.jpg,1
9200,986,7464014@N04,10142877646_e05f602593_o.jpg,964,"(60, 100)",m,0,500,506,516,0,-15,30,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10142877646_e05f602593_o.jpg,1
9201,987,7464014@N04,10142877646_e05f602593_o.jpg,966,"(48, 53)",f,908,513,453,452,0,0,100,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.966.10142877646_e05f602593_o.jpg,1
9203,989,7464014@N04,10107867364_0a9e95e4b1_o.jpg,963,"(25, 32)",m,975,661,835,835,20,0,52,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.963.10107867364_0a9e95e4b1_o.jpg,1
9204,990,7464014@N04,10105018734_c026728659_o.jpg,964,"(60, 100)",m,258,200,244,244,-5,0,55,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10105018734_c026728659_o.jpg,1
9205,991,7464014@N04,10144077104_57304bcce7_o.jpg,961,"(25, 32)",f,1544,1767,650,650,5,30,112,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10144077104_57304bcce7_o.jpg,1
9206,992,7464014@N04,10143832355_83fef16172_o.jpg,961,"(25, 32)",f,1086,1010,383,382,0,0,178,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10143832355_83fef16172_o.jpg,1
9208,994,7464014@N04,10339749405_82d1ccd9da_o.jpg,968,"(25, 32)",m,659,527,453,453,5,-45,25,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.968.10339749405_82d1ccd9da_o.jpg,1
9209,995,7464014@N04,10339749405_82d1ccd9da_o.jpg,965,"(25, 32)",m,1131,645,357,357,0,0,76,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10339749405_82d1ccd9da_o.jpg,1
9210,996,7464014@N04,10238348785_4152f49e40_o.jpg,962,"(25, 32)",m,1238,140,797,797,-10,0,97,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10238348785_4152f49e40_o.jpg,1
9211,997,7464014@N04,10216145804_dca0bf75e1_o.jpg,965,"(25, 32)",m,1759,694,339,339,0,0,8,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10216145804_dca0bf75e1_o.jpg,1
9212,998,7464014@N04,10108854664_20bffaaf06_o.jpg,961,"(25, 32)",f,411,214,416,417,-10,0,173,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10108854664_20bffaaf06_o.jpg,1
9213,999,7464014@N04,10143750874_7bdf0fc0ea_o.jpg,962,"(25, 32)",m,1228,82,867,867,0,0,90,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10143750874_7bdf0fc0ea_o.jpg,1
9214,1000,7464014@N04,10091394195_292f70d749_o.jpg,965,"(25, 32)",m,2808,910,433,433,10,15,29,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10091394195_292f70d749_o.jpg,1
9215,1001,7464014@N04,10091394195_292f70d749_o.jpg,964,"(60, 100)",m,2333,1163,293,293,5,0,23,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10091394195_292f70d749_o.jpg,1
9216,1002,7464014@N04,10142314254_8e96a97459_o.jpg,962,"(25, 32)",m,962,1311,427,427,-15,0,76,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10142314254_8e96a97459_o.jpg,1
9217,1003,7464014@N04,10142314254_8e96a97459_o.jpg,963,"(25, 32)",m,0,927,181,242,-5,0,75,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.963.10142314254_8e96a97459_o.jpg,1
9218,1004,7464014@N04,10216340663_bba4e27f01_o.jpg,965,"(25, 32)",m,2177,693,331,331,-5,0,9,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10216340663_bba4e27f01_o.jpg,1
9219,1005,7464014@N04,10108053956_bac53b6a6b_o.jpg,964,"(60, 100)",m,2505,462,682,682,-10,30,59,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10108053956_bac53b6a6b_o.jpg,1
9220,1006,7464014@N04,10209695816_7d06dc5251_o.jpg,965,"(25, 32)",m,2726,889,421,421,10,15,15,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10209695816_7d06dc5251_o.jpg,1
9221,1007,7464014@N04,10108017815_2f1e4e90f9_o.jpg,964,"(60, 100)",m,2573,439,651,651,5,30,61,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10108017815_2f1e4e90f9_o.jpg,1
9222,1008,7464014@N04,10282066345_f8e5ab98d1_o.jpg,961,"(25, 32)",f,686,918,1320,1319,-10,0,59,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10282066345_f8e5ab98d1_o.jpg,1
9223,1009,7464014@N04,10235793936_acb586f599_o.jpg,961,"(25, 32)",f,1086,1010,383,382,0,0,178,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10235793936_acb586f599_o.jpg,1
9225,1011,7464014@N04,10105727365_1f2d1e0d31_o.jpg,961,"(25, 32)",f,1086,1010,383,382,0,0,178,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.961.10105727365_1f2d1e0d31_o.jpg,1
9227,1013,7464014@N04,10104533065_62b2a25688_o.jpg,965,"(25, 32)",m,879,284,136,137,10,30,28,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10104533065_62b2a25688_o.jpg,1
9228,1014,7464014@N04,10142608744_b1db9a72e6_o.jpg,962,"(25, 32)",m,1306,1512,427,427,0,0,196,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10142608744_b1db9a72e6_o.jpg,1
9229,1015,7464014@N04,10104471404_2ec419d6a5_o.jpg,964,"(60, 100)",m,315,88,216,216,15,0,76,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.964.10104471404_2ec419d6a5_o.jpg,1
9230,1016,7464014@N04,10107925054_212fa797c7_o.jpg,962,"(25, 32)",m,1424,1466,383,382,0,0,196,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10107925054_212fa797c7_o.jpg,1
9231,1017,7464014@N04,10339749714_f2db0688f5_o.jpg,968,"(25, 32)",m,675,473,459,459,0,-15,49,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.968.10339749714_f2db0688f5_o.jpg,1
9232,1018,7464014@N04,10339749714_f2db0688f5_o.jpg,965,"(25, 32)",m,1184,623,382,382,10,0,48,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.965.10339749714_f2db0688f5_o.jpg,1
9233,1019,7464014@N04,10107735354_839ab6f3c7_o.jpg,962,"(25, 32)",m,962,1311,427,427,-15,0,76,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.962.10107735354_839ab6f3c7_o.jpg,1
9234,1020,7464014@N04,10107735354_839ab6f3c7_o.jpg,963,"(25, 32)",m,0,927,181,242,-5,0,75,./Dataset-copy/aligned/7464014@N04/landmark_aligned_face.963.10107735354_839ab6f3c7_o.jpg,1
9235,1021,11008464@N06,9403686702_269141c906_o.jpg,970,"(0, 2)",f,890,806,938,937,10,0,71,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.9403686702_269141c906_o.jpg,1
9236,1022,11008464@N06,11307705893_5921f3425d_o.jpg,970,"(0, 2)",f,1066,1738,408,408,0,0,62,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.11307705893_5921f3425d_o.jpg,1
9237,1023,11008464@N06,9666647815_ecc18eb493_o.jpg,970,"(0, 2)",f,1345,1034,585,585,-5,-45,17,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.9666647815_ecc18eb493_o.jpg,1
9238,1024,11008464@N06,9231725791_ea932fc3c3_o.jpg,970,"(0, 2)",f,88,68,616,616,10,0,117,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.9231725791_ea932fc3c3_o.jpg,1
9239,1025,11008464@N06,9772806382_d9297e4e40_o.jpg,970,"(0, 2)",f,62,143,898,969,-10,0,67,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.9772806382_d9297e4e40_o.jpg,1
9240,1026,11008464@N06,8981681033_505a5367d2_o.jpg,971,"(38, 43)",m,624,498,670,670,5,0,93,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.971.8981681033_505a5367d2_o.jpg,1
9241,1027,11008464@N06,8981681033_505a5367d2_o.jpg,972,"(25, 32)",f,1013,905,587,586,-20,30,185,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.972.8981681033_505a5367d2_o.jpg,1
9242,1028,11008464@N06,9563707425_cf460b1f31_o.jpg,970,"(0, 2)",f,112,464,776,776,0,0,110,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.9563707425_cf460b1f31_o.jpg,1
9243,1029,11008464@N06,9669868480_880a5e53af_o.jpg,970,"(0, 2)",f,1024,1512,415,414,-10,-15,14,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.9669868480_880a5e53af_o.jpg,1
9244,1030,11008464@N06,9495805618_4f5494fbfe_o.jpg,970,"(0, 2)",f,0,31,2017,2295,10,0,138,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.9495805618_4f5494fbfe_o.jpg,1
9245,1031,11008464@N06,8981675689_82dc67f3e9_o.jpg,973,"(25, 32)",m,1953,706,740,739,-10,15,115,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.973.8981675689_82dc67f3e9_o.jpg,1
9246,1032,11008464@N06,8981675689_82dc67f3e9_o.jpg,971,"(38, 43)",m,384,597,720,721,0,-15,22,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.971.8981675689_82dc67f3e9_o.jpg,1
9247,1033,11008464@N06,8982867546_91f55f9b14_o.jpg,973,"(25, 32)",m,911,329,797,797,5,0,100,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.973.8982867546_91f55f9b14_o.jpg,1
9248,1034,11008464@N06,8982867546_91f55f9b14_o.jpg,974,"(25, 32)",m,1526,463,670,670,-5,0,117,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.974.8982867546_91f55f9b14_o.jpg,1
9249,1035,11008464@N06,11547371305_5d6dbb5689_o.jpg,973,"(25, 32)",m,1026,333,892,892,-5,15,115,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.973.11547371305_5d6dbb5689_o.jpg,1
9250,1036,11008464@N06,9519492286_c63f742a79_o.jpg,970,"(0, 2)",f,953,627,854,855,-10,30,120,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.9519492286_c63f742a79_o.jpg,1
9251,1037,11008464@N06,9666583099_18afb12671_o.jpg,970,"(0, 2)",f,1402,1479,612,612,0,-15,40,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.9666583099_18afb12671_o.jpg,1
9252,1038,11008464@N06,11307705336_8bf5b23635_o.jpg,973,"(25, 32)",m,114,0,846,821,-5,15,28,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.973.11307705336_8bf5b23635_o.jpg,1
9253,1039,11008464@N06,11307705336_8bf5b23635_o.jpg,970,"(0, 2)",f,66,597,752,683,-5,0,43,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.11307705336_8bf5b23635_o.jpg,1
9254,1040,11008464@N06,9016616344_840fd94012_o.jpg,975,"(25, 32)",f,766,648,1682,1938,5,-45,9,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.975.9016616344_840fd94012_o.jpg,1
9255,1041,11008464@N06,9475384040_4fc5f77817_o.jpg,970,"(0, 2)",f,0,159,809,1056,-20,0,9,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.9475384040_4fc5f77817_o.jpg,1
9256,1042,11008464@N06,9403683010_56cd942cde_o.jpg,970,"(0, 2)",f,981,867,842,841,-5,0,91,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.9403683010_56cd942cde_o.jpg,1
9257,1043,11008464@N06,8776054890_3b1e3cfbf9_o.jpg,970,"(0, 2)",f,1056,986,682,682,-5,-30,31,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.8776054890_3b1e3cfbf9_o.jpg,1
9258,1044,11008464@N06,9215613171_c6558a9035_o.jpg,970,"(0, 2)",f,201,452,581,580,5,0,56,./Dataset-copy/aligned/11008464@N06/landmark_aligned_face.970.9215613171_c6558a9035_o.jpg,1
